energy_ev,total_dos,pdos_d
-10.0,5.178690023377165e-05,6.389031531337254e-06
-9.949832775919733,5.532326166695801e-05,7.589924433352933e-06
-9.899665551839465,5.919540591850446e-05,9.006459282531552e-06
-9.849498327759198,6.344629592884586e-05,1.067541938450346e-05
-9.799331103678929,6.812512799072169e-05,1.263950360512389e-05
-9.749163879598662,7.328823577283988e-05,1.4948214058543299e-05
-9.698996655518394,7.90001175875059e-05,1.765886620028518e-05
-9.648829431438127,8.533460207600394e-05,2.0837736456111976e-05
-9.59866220735786,9.23761690884059e-05,2.4561364118149404e-05
-9.548494983277592,0.0001002214442668648,2.89180259698142e-05
-9.498327759197325,0.00010898088770796028,3.400940396517672e-05
-9.448160535117056,0.00011878069908411229,3.995246829029052e-05
-9.397993311036789,0.00012976496374928937,4.6881600276557e-05
-9.347826086956522,0.00014209806664186537,5.495098192100622e-05
-9.297658862876254,0.00015596740322767154,6.433728119562034e-05
-9.247491638795987,0.00017158641929759937,7.524266489602867e-05
-9.19732441471572,0.0001891980141430272,8.789817348556479e-05
-9.147157190635452,0.0002090783444731351,0.0001025674952280472
-9.096989966555183,0.00023154106940254156,0.0001195511798634189
-9.046822742474916,0.0002569420799143941,0.00013919133515330855
-8.996655518394649,0.0002856847593785788,0.00016187685279414244
-8.946488294314381,0.00031822582495899575,0.00018804921344556382
-8.896321070234114,0.00035508180305578456,0.000218208923929479
-8.846153846153847,0.00039683619527153784,0.0002529226429936204
-8.795986622073578,0.0004441473947338024,0.00029283105537196376
-8.74581939799331,0.0004977574159132376,0.0003386575571763529
-8.695652173913043,0.0005585015043062227,0.0003912178188777997
-8.645484949832776,0.0006273186954548507,0.0004514302952345148
-8.595317725752508,0.0007052633957030613,0.0005203277544436881
-8.545150501672241,0.0007935180597752605,0.0005990699014755081
-8.494983277591974,0.0008934070426470834,0.0006889571729247893
-8.444816053511705,0.0010064117051844404,0.0007914457827153086
-8.394648829431437,0.0011341868545770818,0.0009081640995349767
-8.34448160535117,0.0012785786016007799,0.0010409304378804043
-8.294314381270903,0.0014416437171153517,0.001191772344954777
-8.244147157190636,0.0016256705698454086,0.0013629474652944436
-8.193979933110368,0.0018332017262923093,0.001556966063792666
-8.143812709030101,0.0020670582914793937,0.0017766152856336112
-8.093645484949832,0.0023303660660232667,0.0020249852284309655
-8.043478260869565,0.002626583590633368,0.002305496897465167
-7.993311036789297,0.00295953214344868,0.002621932109209551
-7.94314381270903,0.0033334277485006576,0.0029784654012051564
-7.892976588628763,0.0037529152449223614,0.0033796979976634858
